date,total_ratings,overall_avg_total_ratings,30_day_avg_total_ratings,percentile_total_ratings,average_rating,overall_avg_rating,30_day_avg_rating,percentile_average_rating,unique_datasets,narrative_summary
2020-05-14,8,8.76,8.93,0.56,2.75,2.98,2.99,0.39,7,Yesterday was getting there and the vibes were a bit off
2020-05-15,5,8.76,8.87,0.31,2.6,2.98,2.97,0.34,5,Yesterday was low-key and the vibes were a bit off
2020-05-16,4,8.76,8.03,0.22,2.5,2.98,2.96,0.31,4,Yesterday was pretty quiet and the vibes were a bit off
2020-05-17,2,8.76,7.73,0.07,5.0,2.98,2.98,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-05-18,6,8.76,7.8,0.4,2.33,2.98,2.96,0.25,6,Yesterday was somewhat active and the vibes were below average
2020-05-19,8,8.76,7.73,0.56,3.12,2.98,2.96,0.57,7,Yesterday was getting there and the vibes were decent
2020-05-20,7,8.76,7.77,0.48,3.0,2.98,2.99,0.51,7,Yesterday was somewhat active and the vibes were decent
2020-05-21,5,8.76,7.73,0.31,1.6,2.98,2.93,0.08,5,Yesterday was low-key and the vibes were rock bottom
2020-05-22,10,8.76,7.8,0.7,2.7,2.98,2.9,0.38,7,Yesterday was buzzing and the vibes were a bit off
2020-05-23,2,8.76,7.57,0.07,4.5,2.98,2.96,0.94,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-05-24,2,8.76,6.97,0.07,4.5,2.98,2.98,0.94,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-05-25,14,8.76,7.33,0.86,4.43,2.98,3.02,0.93,5,Yesterday was very lively and the vibes were absolutely stellar
2020-05-26,5,8.76,7.33,0.31,2.4,2.98,2.99,0.28,5,Yesterday was low-key and the vibes were below average
2020-05-27,5,8.76,7.3,0.31,3.8,2.98,3.04,0.81,5,Yesterday was low-key and the vibes were top notch
2020-05-28,6,8.76,7.23,0.4,3.5,2.98,3.04,0.7,6,Yesterday was somewhat active and the vibes were great
2020-05-29,5,8.76,7.07,0.31,3.4,2.98,3.07,0.66,5,Yesterday was low-key and the vibes were solid
2020-05-30,4,8.76,6.8,0.22,2.0,2.98,3.05,0.15,4,Yesterday was pretty quiet and the vibes were not great
2020-05-31,4,8.76,6.57,0.22,3.0,2.98,3.04,0.51,4,Yesterday was pretty quiet and the vibes were decent
2020-06-01,6,8.76,6.7,0.4,3.0,2.98,3.11,0.51,6,Yesterday was somewhat active and the vibes were decent
2020-06-02,11,8.76,6.9,0.75,2.82,2.98,3.09,0.42,10,Yesterday was buzzing and the vibes were about average
2020-06-03,5,8.76,6.63,0.31,3.2,2.98,3.1,0.59,5,Yesterday was low-key and the vibes were decent
2020-06-04,14,8.76,6.73,0.86,2.79,2.98,3.08,0.41,14,Yesterday was very lively and the vibes were about average
2020-06-05,6,8.76,6.53,0.4,3.67,2.98,3.1,0.77,5,Yesterday was somewhat active and the vibes were great
2020-06-06,4,8.76,6.27,0.22,5.0,2.98,3.18,0.98,4,Yesterday was pretty quiet and the vibes were absolutely stellar
2020-06-07,7,8.76,6.07,0.48,1.57,2.98,3.12,0.07,2,Yesterday was somewhat active and the vibes were rock bottom
2020-06-08,12,8.76,6.33,0.79,3.5,2.98,3.15,0.7,11,Yesterday was buzzing and the vibes were great
2020-06-09,15,8.76,6.8,0.89,3.2,2.98,3.22,0.59,11,Yesterday was very lively and the vibes were decent
2020-06-10,7,8.76,6.73,0.48,3.29,2.98,3.23,0.62,6,Yesterday was somewhat active and the vibes were solid
2020-06-11,7,8.76,6.77,0.48,2.14,2.98,3.17,0.19,6,Yesterday was somewhat active and the vibes were not great
2020-06-12,4,8.76,6.67,0.22,4.0,2.98,3.18,0.86,3,Yesterday was pretty quiet and the vibes were top notch
2020-06-13,3,8.76,6.5,0.14,3.67,2.98,3.21,0.77,3,Yesterday was very quiet and the vibes were great
2020-06-14,3,8.76,6.43,0.14,4.0,2.98,3.25,0.86,3,Yesterday was very quiet and the vibes were top notch
2020-06-15,7,8.76,6.53,0.48,3.29,2.98,3.28,0.62,7,Yesterday was somewhat active and the vibes were solid
2020-06-16,9,8.76,6.77,0.64,2.44,2.98,3.2,0.3,9,Yesterday was busy and the vibes were a bit off
2020-06-17,7,8.76,6.8,0.48,4.86,2.98,3.28,0.96,7,Yesterday was somewhat active and the vibes were absolutely stellar
2020-06-19,7,8.76,6.77,0.48,2.71,2.98,3.27,0.38,7,Yesterday was somewhat active and the vibes were a bit off
2020-06-20,3,8.76,6.63,0.14,1.0,2.98,3.2,0.02,3,Yesterday was very quiet and the vibes were rock bottom
2020-06-21,5,8.76,6.63,0.31,2.2,2.98,3.22,0.2,5,Yesterday was low-key and the vibes were below average
2020-06-22,3,8.76,6.4,0.14,2.33,2.98,3.21,0.25,3,Yesterday was very quiet and the vibes were below average
2020-06-23,7,8.76,6.57,0.48,3.29,2.98,3.17,0.62,6,Yesterday was somewhat active and the vibes were solid
2020-06-24,2,8.76,6.57,0.07,1.0,2.98,3.05,0.02,2,Yesterday was dead quiet and the vibes were rock bottom
2020-06-25,4,8.76,6.23,0.22,4.0,2.98,3.04,0.86,4,Yesterday was pretty quiet and the vibes were top notch
2020-06-26,5,8.76,6.23,0.31,4.4,2.98,3.1,0.92,5,Yesterday was low-key and the vibes were absolutely stellar
2020-06-28,7,8.76,6.3,0.48,1.57,2.98,3.03,0.07,2,Yesterday was somewhat active and the vibes were rock bottom
2020-06-29,6,8.76,6.3,0.4,3.67,2.98,3.03,0.77,6,Yesterday was somewhat active and the vibes were great
2020-06-30,4,8.76,6.27,0.22,4.75,2.98,3.08,0.95,4,Yesterday was pretty quiet and the vibes were absolutely stellar
2020-07-01,2,8.76,6.2,0.07,5.0,2.98,3.18,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-07-02,4,8.76,6.2,0.22,3.0,2.98,3.18,0.51,3,Yesterday was pretty quiet and the vibes were decent
2020-07-03,6,8.76,6.2,0.4,2.33,2.98,3.16,0.25,6,Yesterday was somewhat active and the vibes were below average
2020-07-04,2,8.76,5.9,0.07,5.0,2.98,3.23,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-07-05,3,8.76,5.83,0.14,1.0,2.98,3.16,0.02,2,Yesterday was very quiet and the vibes were rock bottom
2020-07-06,6,8.76,5.57,0.4,3.67,2.98,3.18,0.77,6,Yesterday was somewhat active and the vibes were great
2020-07-07,8,8.76,5.63,0.56,3.38,2.98,3.18,0.65,8,Yesterday was getting there and the vibes were solid
2020-07-08,3,8.76,5.6,0.14,2.33,2.98,3.09,0.25,3,Yesterday was very quiet and the vibes were below average
2020-07-09,12,8.76,5.77,0.79,2.0,2.98,3.1,0.15,6,Yesterday was buzzing and the vibes were not great
2020-07-10,5,8.76,5.53,0.31,4.2,2.98,3.12,0.89,3,Yesterday was low-key and the vibes were top notch
2020-07-11,5,8.76,5.2,0.31,5.0,2.98,3.18,0.98,2,Yesterday was low-key and the vibes were absolutely stellar
2020-07-12,2,8.76,5.03,0.07,3.0,2.98,3.17,0.51,2,Yesterday was dead quiet and the vibes were decent
2020-07-13,5,8.76,4.97,0.31,3.8,2.98,3.23,0.81,5,Yesterday was low-key and the vibes were top notch
2020-07-15,3,8.76,4.93,0.14,5.0,2.98,3.26,0.98,3,Yesterday was very quiet and the vibes were absolutely stellar
2020-07-16,15,8.76,5.33,0.89,2.07,2.98,3.21,0.17,5,Yesterday was very lively and the vibes were not great
2020-07-17,3,8.76,5.33,0.14,1.33,2.98,3.12,0.06,2,Yesterday was very quiet and the vibes were rock bottom
2020-07-18,3,8.76,5.2,0.14,1.0,2.98,3.04,0.02,2,Yesterday was very quiet and the vibes were rock bottom
2020-07-19,4,8.76,5.03,0.22,3.0,2.98,3.06,0.51,3,Yesterday was pretty quiet and the vibes were decent
2020-07-20,7,8.76,5.03,0.48,3.14,2.98,3.01,0.57,6,Yesterday was somewhat active and the vibes were decent
2020-07-21,10,8.76,5.13,0.7,2.7,2.98,3.01,0.38,10,Yesterday was buzzing and the vibes were a bit off
2020-07-22,2,8.76,5.1,0.07,4.5,2.98,3.12,0.94,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-07-23,5,8.76,5.1,0.31,3.0,2.98,3.15,0.51,5,Yesterday was low-key and the vibes were decent
2020-07-24,3,8.76,5.1,0.14,5.0,2.98,3.24,0.98,3,Yesterday was very quiet and the vibes were absolutely stellar
2020-07-25,2,8.76,4.93,0.07,2.0,2.98,3.19,0.15,2,Yesterday was dead quiet and the vibes were not great
2020-07-27,6,8.76,5.07,0.4,2.17,2.98,3.23,0.2,5,Yesterday was somewhat active and the vibes were below average
2020-07-28,11,8.76,5.3,0.75,3.18,2.98,3.21,0.59,10,Yesterday was buzzing and the vibes were decent
2020-07-29,4,8.76,5.27,0.22,2.0,2.98,3.13,0.15,4,Yesterday was pretty quiet and the vibes were not great
2020-07-30,5,8.76,5.2,0.31,2.4,2.98,3.15,0.28,5,Yesterday was low-key and the vibes were below average
2020-07-31,2,8.76,5.07,0.07,4.0,2.98,3.16,0.86,2,Yesterday was dead quiet and the vibes were top notch
2020-08-01,6,8.76,5.13,0.4,4.83,2.98,3.17,0.95,4,Yesterday was somewhat active and the vibes were absolutely stellar
2020-08-02,3,8.76,5.17,0.14,3.33,2.98,3.11,0.64,3,Yesterday was very quiet and the vibes were solid
2020-08-03,3,8.76,5.13,0.14,2.33,2.98,3.09,0.25,3,Yesterday was very quiet and the vibes were below average
2020-08-04,7,8.76,5.17,0.48,2.71,2.98,3.1,0.38,7,Yesterday was somewhat active and the vibes were a bit off
2020-08-05,8,8.76,5.37,0.56,4.0,2.98,3.07,0.86,7,Yesterday was getting there and the vibes were top notch
2020-08-06,4,8.76,5.4,0.22,3.0,2.98,3.14,0.51,4,Yesterday was pretty quiet and the vibes were decent
2020-08-07,6,8.76,5.4,0.4,3.67,2.98,3.14,0.77,5,Yesterday was somewhat active and the vibes were great
2020-08-08,3,8.76,5.23,0.14,1.0,2.98,3.06,0.02,1,Yesterday was very quiet and the vibes were rock bottom
2020-08-09,4,8.76,5.27,0.22,2.0,2.98,3.05,0.15,4,Yesterday was pretty quiet and the vibes were not great
2020-08-10,5,8.76,5.03,0.31,2.6,2.98,3.07,0.34,4,Yesterday was low-key and the vibes were a bit off
2020-08-11,5,8.76,5.03,0.31,3.6,2.98,3.05,0.73,4,Yesterday was low-key and the vibes were great
2020-08-12,8,8.76,5.13,0.56,3.38,2.98,2.99,0.65,8,Yesterday was getting there and the vibes were solid
2020-08-13,8,8.76,5.33,0.56,2.12,2.98,2.96,0.18,7,Yesterday was getting there and the vibes were not great
2020-08-14,2,8.76,5.23,0.07,1.0,2.98,2.87,0.02,2,Yesterday was dead quiet and the vibes were rock bottom
2020-08-15,10,8.76,5.47,0.7,3.7,2.98,2.83,0.79,6,Yesterday was buzzing and the vibes were great
2020-08-16,4,8.76,5.1,0.22,4.0,2.98,2.89,0.86,3,Yesterday was pretty quiet and the vibes were top notch
2020-08-17,6,8.76,5.2,0.4,4.0,2.98,2.98,0.86,4,Yesterday was somewhat active and the vibes were top notch
2020-08-18,5,8.76,5.27,0.31,3.6,2.98,3.07,0.73,5,Yesterday was low-key and the vibes were great
2020-08-19,7,8.76,5.37,0.48,1.57,2.98,3.02,0.07,6,Yesterday was somewhat active and the vibes were rock bottom
2020-08-20,5,8.76,5.3,0.31,4.6,2.98,3.07,0.94,3,Yesterday was low-key and the vibes were absolutely stellar
2020-08-21,1,8.76,5.0,0.02,5.0,2.98,3.14,0.98,1,Yesterday was dead quiet and the vibes were absolutely stellar
2020-08-22,1,8.76,4.97,0.02,2.0,2.98,3.06,0.15,1,Yesterday was dead quiet and the vibes were not great
2020-08-24,1,8.76,4.83,0.02,1.0,2.98,2.99,0.02,1,Yesterday was dead quiet and the vibes were rock bottom
2020-08-25,5,8.76,4.9,0.31,1.8,2.98,2.89,0.11,5,Yesterday was low-key and the vibes were not great
2020-08-26,4,8.76,4.97,0.22,2.25,2.98,2.89,0.22,4,Yesterday was pretty quiet and the vibes were below average
2020-08-27,6,8.76,4.97,0.4,3.0,2.98,2.92,0.51,6,Yesterday was somewhat active and the vibes were decent
2020-08-28,1,8.76,4.63,0.02,5.0,2.98,2.98,0.98,1,Yesterday was dead quiet and the vibes were absolutely stellar
2020-08-29,3,8.76,4.6,0.14,3.67,2.98,3.04,0.77,3,Yesterday was very quiet and the vibes were great
2020-08-30,3,8.76,4.53,0.14,5.0,2.98,3.13,0.98,3,Yesterday was very quiet and the vibes were absolutely stellar
2020-08-31,3,8.76,4.57,0.14,3.67,2.98,3.11,0.77,3,Yesterday was very quiet and the vibes were great
2020-09-01,3,8.76,4.47,0.14,3.67,2.98,3.08,0.77,3,Yesterday was very quiet and the vibes were great
2020-09-02,5,8.76,4.53,0.31,4.6,2.98,3.12,0.94,5,Yesterday was low-key and the vibes were absolutely stellar
2020-09-03,6,8.76,4.63,0.4,3.0,2.98,3.14,0.51,6,Yesterday was somewhat active and the vibes were decent
2020-09-04,3,8.76,4.5,0.14,2.33,2.98,3.13,0.25,3,Yesterday was very quiet and the vibes were below average
2020-09-07,3,8.76,4.33,0.14,4.67,2.98,3.15,0.95,3,Yesterday was very quiet and the vibes were absolutely stellar
2020-09-08,5,8.76,4.37,0.31,3.4,2.98,3.16,0.66,5,Yesterday was low-key and the vibes were solid
2020-09-09,4,8.76,4.3,0.22,3.5,2.98,3.16,0.7,4,Yesterday was pretty quiet and the vibes were great
2020-09-10,5,8.76,4.37,0.31,3.2,2.98,3.23,0.59,5,Yesterday was low-key and the vibes were decent
2020-09-11,6,8.76,4.43,0.4,3.67,2.98,3.29,0.77,6,Yesterday was somewhat active and the vibes were great
2020-09-12,2,8.76,4.33,0.07,3.0,2.98,3.3,0.51,2,Yesterday was dead quiet and the vibes were decent
2020-09-13,2,8.76,4.23,0.07,5.0,2.98,3.35,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-09-14,3,8.76,4.07,0.14,4.0,2.98,3.37,0.86,3,Yesterday was very quiet and the vibes were top notch
2020-09-15,19,8.76,4.43,0.95,4.79,2.98,3.46,0.95,5,Yesterday was off the charts and the vibes were absolutely stellar
2020-09-16,12,8.76,4.77,0.79,3.33,2.98,3.53,0.64,12,Yesterday was buzzing and the vibes were solid
2020-09-17,7,8.76,4.67,0.48,3.14,2.98,3.52,0.57,7,Yesterday was somewhat active and the vibes were decent
2020-09-18,2,8.76,4.6,0.07,5.0,2.98,3.55,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-09-19,7,8.76,4.63,0.48,3.29,2.98,3.52,0.62,7,Yesterday was somewhat active and the vibes were solid
2020-09-20,5,8.76,4.63,0.31,2.6,2.98,3.49,0.34,5,Yesterday was low-key and the vibes were a bit off
2020-09-21,9,8.76,4.7,0.64,2.78,2.98,3.53,0.41,8,Yesterday was busy and the vibes were about average
2020-09-22,8,8.76,4.8,0.56,2.12,2.98,3.45,0.18,8,Yesterday was getting there and the vibes were not great
2020-09-23,15,8.76,5.27,0.89,2.87,2.98,3.38,0.44,14,Yesterday was very lively and the vibes were about average
2020-09-24,13,8.76,5.67,0.83,3.46,2.98,3.43,0.69,9,Yesterday was very lively and the vibes were solid
2020-09-25,6,8.76,5.83,0.4,4.0,2.98,3.53,0.86,6,Yesterday was somewhat active and the vibes were top notch
2020-09-26,2,8.76,5.73,0.07,3.5,2.98,3.58,0.7,2,Yesterday was dead quiet and the vibes were great
2020-09-27,9,8.76,5.9,0.64,2.33,2.98,3.59,0.25,8,Yesterday was busy and the vibes were below average
2020-09-28,13,8.76,6.13,0.83,4.46,2.98,3.64,0.93,10,Yesterday was very lively and the vibes were absolutely stellar
2020-09-29,13,8.76,6.53,0.83,2.69,2.98,3.56,0.37,11,Yesterday was very lively and the vibes were a bit off
2020-09-30,8,8.76,6.7,0.56,3.0,2.98,3.54,0.51,8,Yesterday was getting there and the vibes were decent
2020-10-01,10,8.76,6.93,0.7,3.5,2.98,3.49,0.7,10,Yesterday was buzzing and the vibes were great
2020-10-02,24,8.76,7.63,0.98,1.46,2.98,3.41,0.06,8,Yesterday was off the charts and the vibes were rock bottom
2020-10-03,6,8.76,7.73,0.4,2.33,2.98,3.37,0.25,5,Yesterday was somewhat active and the vibes were below average
2020-10-04,5,8.76,7.73,0.31,2.8,2.98,3.31,0.42,5,Yesterday was low-key and the vibes were about average
2020-10-05,14,8.76,8.0,0.86,3.21,2.98,3.31,0.6,12,Yesterday was very lively and the vibes were solid
2020-10-06,12,8.76,8.3,0.79,3.08,2.98,3.34,0.55,12,Yesterday was buzzing and the vibes were decent
2020-10-07,12,8.76,8.6,0.79,2.42,2.98,3.26,0.29,11,Yesterday was buzzing and the vibes were below average
2020-10-08,7,8.76,8.67,0.48,4.29,2.98,3.29,0.91,7,Yesterday was somewhat active and the vibes were absolutely stellar
2020-10-09,11,8.76,8.9,0.75,3.18,2.98,3.28,0.59,11,Yesterday was buzzing and the vibes were decent
2020-10-10,2,8.76,8.8,0.07,3.0,2.98,3.28,0.51,2,Yesterday was dead quiet and the vibes were decent
2020-10-11,7,8.76,8.83,0.48,4.43,2.98,3.3,0.93,6,Yesterday was somewhat active and the vibes were absolutely stellar
2020-10-12,5,8.76,8.93,0.31,3.4,2.98,3.32,0.66,3,Yesterday was low-key and the vibes were solid
2020-10-13,10,8.76,9.2,0.7,3.5,2.98,3.27,0.7,9,Yesterday was buzzing and the vibes were great
2020-10-14,10,8.76,9.43,0.7,3.0,2.98,3.23,0.51,7,Yesterday was buzzing and the vibes were decent
2020-10-15,7,8.76,9.03,0.48,3.57,2.98,3.19,0.73,6,Yesterday was somewhat active and the vibes were great
2020-10-16,9,8.76,8.93,0.64,4.33,2.98,3.22,0.92,9,Yesterday was busy and the vibes were absolutely stellar
2020-10-17,9,8.76,9.0,0.64,3.44,2.98,3.23,0.68,8,Yesterday was busy and the vibes were solid
2020-10-18,7,8.76,9.17,0.48,3.29,2.98,3.18,0.62,7,Yesterday was somewhat active and the vibes were solid
2020-10-19,7,8.76,9.17,0.48,2.43,2.98,3.15,0.29,7,Yesterday was somewhat active and the vibes were below average
2020-10-20,10,8.76,9.33,0.7,2.8,2.98,3.16,0.42,9,Yesterday was buzzing and the vibes were about average
2020-10-21,6,8.76,9.23,0.4,2.67,2.98,3.15,0.36,6,Yesterday was somewhat active and the vibes were a bit off
2020-10-22,10,8.76,9.3,0.7,2.2,2.98,3.15,0.2,9,Yesterday was buzzing and the vibes were below average
2020-10-23,12,8.76,9.2,0.79,2.42,2.98,3.14,0.29,8,Yesterday was buzzing and the vibes were below average
2020-10-24,9,8.76,9.07,0.64,4.11,2.98,3.16,0.88,7,Yesterday was busy and the vibes were top notch
2020-10-25,6,8.76,9.07,0.4,2.33,2.98,3.11,0.25,6,Yesterday was somewhat active and the vibes were below average
2020-10-26,3,8.76,9.1,0.14,5.0,2.98,3.16,0.98,3,Yesterday was very quiet and the vibes were absolutely stellar
2020-10-27,12,8.76,9.2,0.79,2.42,2.98,3.16,0.29,11,Yesterday was buzzing and the vibes were below average
2020-10-28,12,8.76,9.17,0.79,2.92,2.98,3.11,0.46,9,Yesterday was buzzing and the vibes were about average
2020-10-29,13,8.76,9.17,0.83,3.46,2.98,3.13,0.69,13,Yesterday was very lively and the vibes were solid
2020-10-30,9,8.76,9.2,0.64,2.78,2.98,3.13,0.41,9,Yesterday was busy and the vibes were about average
2020-10-31,2,8.76,8.93,0.07,2.0,2.98,3.08,0.15,2,Yesterday was dead quiet and the vibes were not great
2020-11-01,5,8.76,8.3,0.31,3.8,2.98,3.15,0.81,5,Yesterday was low-key and the vibes were top notch
2020-11-02,9,8.76,8.4,0.64,2.44,2.98,3.16,0.3,9,Yesterday was busy and the vibes were a bit off
2020-11-03,10,8.76,8.57,0.7,3.4,2.98,3.18,0.66,10,Yesterday was buzzing and the vibes were solid
2020-11-04,11,8.76,8.47,0.75,3.64,2.98,3.19,0.74,10,Yesterday was buzzing and the vibes were great
2020-11-05,8,8.76,8.33,0.56,2.88,2.98,3.18,0.44,8,Yesterday was getting there and the vibes were about average
2020-11-06,3,8.76,8.03,0.14,3.67,2.98,3.23,0.77,3,Yesterday was very quiet and the vibes were great
2020-11-07,5,8.76,7.97,0.31,3.4,2.98,3.2,0.66,5,Yesterday was low-key and the vibes were solid
2020-11-08,7,8.76,7.83,0.48,2.14,2.98,3.16,0.19,4,Yesterday was somewhat active and the vibes were not great
2020-11-09,8,8.76,8.03,0.56,2.88,2.98,3.16,0.44,8,Yesterday was getting there and the vibes were about average
2020-11-10,13,8.76,8.23,0.83,2.23,2.98,3.08,0.21,11,Yesterday was very lively and the vibes were below average
2020-11-11,5,8.76,8.23,0.31,3.4,2.98,3.08,0.66,5,Yesterday was low-key and the vibes were solid
2020-11-12,10,8.76,8.23,0.7,3.6,2.98,3.09,0.73,6,Yesterday was buzzing and the vibes were great
2020-11-13,5,8.76,8.07,0.31,3.4,2.98,3.1,0.66,5,Yesterday was low-key and the vibes were solid
2020-11-14,5,8.76,8.0,0.31,2.8,2.98,3.08,0.42,5,Yesterday was low-key and the vibes were about average
2020-11-15,6,8.76,7.9,0.4,2.5,2.98,3.02,0.31,5,Yesterday was somewhat active and the vibes were a bit off
2020-11-16,8,8.76,7.87,0.56,3.12,2.98,3.0,0.57,8,Yesterday was getting there and the vibes were decent
2020-11-17,14,8.76,8.1,0.86,4.57,2.98,3.05,0.94,10,Yesterday was very lively and the vibes were absolutely stellar
2020-11-18,8,8.76,8.13,0.56,2.75,2.98,3.06,0.39,8,Yesterday was getting there and the vibes were a bit off
2020-11-19,7,8.76,8.03,0.48,3.0,2.98,3.06,0.51,7,Yesterday was somewhat active and the vibes were decent
2020-11-20,20,8.76,8.5,0.96,1.5,2.98,3.03,0.07,9,Yesterday was off the charts and the vibes were rock bottom
2020-11-21,8,8.76,8.43,0.56,2.62,2.98,3.04,0.35,8,Yesterday was getting there and the vibes were a bit off
2020-11-22,4,8.76,8.17,0.22,3.75,2.98,3.08,0.8,4,Yesterday was pretty quiet and the vibes were top notch
2020-11-23,8,8.76,8.13,0.56,2.0,2.98,3.01,0.15,8,Yesterday was getting there and the vibes were not great
2020-11-24,5,8.76,8.1,0.31,3.2,2.98,3.04,0.59,5,Yesterday was low-key and the vibes were decent
2020-11-25,9,8.76,8.3,0.64,3.67,2.98,3.0,0.77,8,Yesterday was busy and the vibes were great
2020-11-26,9,8.76,8.2,0.64,2.78,2.98,3.01,0.41,8,Yesterday was busy and the vibes were about average
2020-11-27,13,8.76,8.23,0.83,3.31,2.98,3.02,0.63,12,Yesterday was very lively and the vibes were solid
2020-11-28,4,8.76,7.93,0.22,2.25,2.98,2.98,0.22,4,Yesterday was pretty quiet and the vibes were below average
2020-11-29,14,8.76,8.1,0.86,1.14,2.98,2.93,0.05,5,Yesterday was very lively and the vibes were rock bottom
2020-11-30,10,8.76,8.37,0.7,3.4,2.98,2.97,0.66,10,Yesterday was buzzing and the vibes were solid
